OID_;COD_SITO;COD_PRELIEVO;SITO;FOGLIO;PARTICELLA;COMUNE;MATRICE;ANALITA;VALORE;STATO_SUPERAMENTI;RISCHIO;NRIC;UNITA_M_MANGIMI;UNITA_M_VEGETALI
14627;IDB1F3P63;IDB1F3P63;B1;3,000000000000000;63;SAN VITALIANO;NOCCIOLA;WHO-PCDD/F+PCB-TEQ-UB;0,035000000000000;0,000000000000000;4;2015109852;pg-TE/g; 
14628;IDB1F3P63;IDB1F3P63;B1;3,000000000000000;63;SAN VITALIANO;NOCCIOLA;WHO-PCDD/F+PCB-TEQ-MB;0,032000000000000;0,000000000000000;4;2015109852;pg-TE/g; 
14629;IDB1F3P63;IDB1F3P63;B1;3,000000000000000;63;SAN VITALIANO;NOCCIOLA;WHO-PCDD/F+PCB-TEQ-LB;0,031000000000000;0,000000000000000;4;2015109852;pg-TE/g; 
14630;IDB1F3P63;IDB1F3P63;B1;3,000000000000000;63;SAN VITALIANO;NOCCIOLA;WHO-PCB-TEQ-UB;0,025000000000000;0,000000000000000;4;2015109852;pg-TE/g; 
14631;IDB1F3P63;IDB1F3P63;B1;3,000000000000000;63;SAN VITALIANO;NOCCIOLA;WHO-PCB-TEQ-MB;0,024000000000000;0,000000000000000;4;2015109852;pg-TE/g; 
14632;IDB1F3P63;IDB1F3P63;B1;3,000000000000000;63;SAN VITALIANO;NOCCIOLA;WHO-PCB-TEQ-LB;0,024000000000000;0,000000000000000;4;2015109852;pg-TE/g; 
14633;IDB1F3P63;IDB1F3P63;B1;3,000000000000000;63;SAN VITALIANO;NOCCIOLA;WHO-PCDD/F-TEQ-UB;0,010000000000000;0,000000000000000;4;2015109852;pg-TE/g; 
14634;IDB1F3P63;IDB1F3P63;B1;3,000000000000000;63;SAN VITALIANO;NOCCIOLA;DIBENZO (A,H) ANTRACENE;0,200000000000000;0,000000000000000;4;2015109852;ug/kg; 
14635;IDB1F3P63;IDB1F3P63;B1;3,000000000000000;63;SAN VITALIANO;NOCCIOLA;BENZO(B)FLUORANTENE;0,200000000000000;0,000000000000000;4;2015109852;ug/kg; 
14636;IDB1F3P63;IDB1F3P63;B1;3,000000000000000;63;SAN VITALIANO;NOCCIOLA;BENZO (K) FLUORANTENE;0,200000000000000;0,000000000000000;4;2015109852;ug/kg; 
14637;IDB1F3P63;IDB1F3P63;B1;3,000000000000000;63;SAN VITALIANO;NOCCIOLA;BENZO (A) PIRENE;0,200000000000000;0,000000000000000;4;2015109852;ug/kg; 
14638;IDB1F3P63;IDB1F3P63;B1;3,000000000000000;63;SAN VITALIANO;NOCCIOLA;BENZO (A) ANTRACENE;0,200000000000000;0,000000000000000;4;2015109852;ug/kg; 
14639;IDB1F3P63;IDB1F3P63;B1;3,000000000000000;63;SAN VITALIANO;NOCCIOLA;CRISENE;0,200000000000000;0,000000000000000;4;2015109852;ug/kg; 
14640;ID110F15P259;ID110F15P259;110;15,000000000000000;259;VILLA LITERNO;ERBA;1, 2, 3, 4, 6, 7, 8 - H7CDD;0,003000000000000;0,000000000000000; ;2016101402; ;ng/kg
14641;ID110F15P259;ID110F15P259;110;15,000000000000000;259;VILLA LITERNO;ERBA;1, 2, 3, 4, 6, 7, 8 - H7CDF;0,020000000000000;0,000000000000000; ;2016101402; ;ng/kg
14642;ID110F15P259;ID110F15P259;110;15,000000000000000;259;VILLA LITERNO;ERBA;1, 2, 3, 4, 7, 8 - H6CDD;0,003000000000000;0,000000000000000; ;2016101402; ;ng/kg
14643;ID110F15P259;ID110F15P259;110;15,000000000000000;259;VILLA LITERNO;ERBA;1, 2, 3, 4, 7, 8 - H6CDF;0,004000000000000;0,000000000000000; ;2016101402; ;ng/kg
14644;ID110F15P259;ID110F15P259;110;15,000000000000000;259;VILLA LITERNO;ERBA;1, 2, 3, 4, 7, 8, 9 - H7CDF;0,030000000000000;0,000000000000000; ;2016101402; ;ng/kg
13951;IDC4F5P5036A;IDC4F5P5036A;C4;5,000000000000000;5036;CASTEL VOLTURNO;ERBA;PCB NDL TQ UB (UPPER BOUND);1,090000000000000;0,000000000000000; ;201666573; ;ng/g
13952;IDC4F5P5036A;IDC4F5P5036A;C4;5,000000000000000;5036;CASTEL VOLTURNO;ERBA;PCB-101;0,200000000000000;0,000000000000000; ;201666573; ;ng/g
13953;IDC4F5P5036A;IDC4F5P5036A;C4;5,000000000000000;5036;CASTEL VOLTURNO;ERBA;PCB-138;0,060000000000000;0,000000000000000; ;201666573; ;ng/g
13954;IDC4F5P5036A;IDC4F5P5036A;C4;5,000000000000000;5036;CASTEL VOLTURNO;ERBA;PCB-153;0,090000000000000;0,000000000000000; ;201666573; ;ng/g
13955;IDC4F5P5036A;IDC4F5P5036A;C4;5,000000000000000;5036;CASTEL VOLTURNO;ERBA;PCB-180;0,030000000000000;0,000000000000000; ;201666573; ;ng/g
13956;IDC4F5P5036A;IDC4F5P5036A;C4;5,000000000000000;5036;CASTEL VOLTURNO;ERBA;PCB-28;0,340000000000000;0,000000000000000; ;201666573; ;ng/g
13957;IDC4F5P5036A;IDC4F5P5036A;C4;5,000000000000000;5036;CASTEL VOLTURNO;ERBA;PCB-52;0,370000000000000;0,000000000000000; ;201666573; ;ng/g
13958;IDC4F5P5036A;IDC4F5P5036A;C4;5,000000000000000;5036;CASTEL VOLTURNO;ERBA;PECB-105;3,831000000000000;0,000000000000000; ;201666573; ;ng/kg
13959;IDC4F5P5036A;IDC4F5P5036A;C4;5,000000000000000;5036;CASTEL VOLTURNO;ERBA;PECB-114;0,244000000000000;0,000000000000000; ;201666573; ;ng/kg
13960;IDC4F5P5036A;IDC4F5P5036A;C4;5,000000000000000;5036;CASTEL VOLTURNO;ERBA;PECB-118;8,442000000000000;0,000000000000000; ;201666573; ;ng/kg
13961;IDC2F59P1D;IDC2F59P1D;C2;59,000000000000000;1D;CASERTA;BROCCOLI;WHO-PCDD/F-TEQ UB (AL 12% DI UMIDITA');0,130000000000000;0,000000000000000; ;201928581;ng-TEQ/kg; 
13962;IDC2F59P1D;IDC2F59P1D;C2;59,000000000000000;1D;CASERTA;BROCCOLI;Zinco;231,000000000000000;0,000000000000000; ;201928581;mg/kg; 
13963;IDC2F59P1D;IDC2F59P1D;C2;59,000000000000000;1D;CASERTA;ERBA;1, 2, 3, 4, 6, 7, 8 - H7CDD;0,010000000000000;0,000000000000000; ;201928586; ;ng/kg
13964;IDC2F59P1D;IDC2F59P1D;C2;59,000000000000000;1D;CASERTA;ERBA;1, 2, 3, 4, 6, 7, 8 - H7CDF;0,010000000000000;0,000000000000000; ;201928586; ;ng/kg
13965;IDC2F59P1D;IDC2F59P1D;C2;59,000000000000000;1D;CASERTA;ERBA;1, 2, 3, 4, 7, 8 - H6CDD;0,010000000000000;0,000000000000000; ;201928586; ;ng/kg
13966;IDC2F59P1D;IDC2F59P1D;C2;59,000000000000000;1D;CASERTA;ERBA;1, 2, 3, 4, 7, 8 - H6CDF;0,010000000000000;0,000000000000000; ;201928586; ;ng/kg
13967;IDC2F59P1D;IDC2F59P1D;C2;59,000000000000000;1D;CASERTA;ERBA;1, 2, 3, 4, 7, 8, 9 - H7CDF;0,010000000000000;0,000000000000000; ;201928586; ;ng/kg
13968;IDC2F59P1D;IDC2F59P1D;C2;59,000000000000000;1D;CASERTA;ERBA;1, 2, 3, 6, 7, 8 - H6CDD;0,010000000000000;0,000000000000000; ;201928586; ;ng/kg
13969;IDC2F59P1D;IDC2F59P1D;C2;59,000000000000000;1D;CASERTA;ERBA;1, 2, 3, 6, 7, 8 - H6CDF;0,010000000000000;0,000000000000000; ;201928586; ;ng/kg
13970;IDC2F59P1D;IDC2F59P1D;C2;59,000000000000000;1D;CASERTA;ERBA;1, 2, 3, 7, 8 - P5CDD;0,010000000000000;0,000000000000000; ;201928586; ;ng/kg
13971;IDC2F59P1D;IDC2F59P1D;C2;59,000000000000000;1D;CASERTA;ERBA;1, 2, 3, 7, 8 - P5CDF;0,010000000000000;0,000000000000000; ;201928586; ;ng/kg
13972;IDC2F59P1D;IDC2F59P1D;C2;59,000000000000000;1D;CASERTA;ERBA;1, 2, 3, 7, 8, 9 - H6CDD;0,010000000000000;0,000000000000000; ;201928586; ;ng/kg
13973;IDC2F59P1D;IDC2F59P1D;C2;59,000000000000000;1D;CASERTA;ERBA;1, 2, 3, 7, 8, 9 - H6CDF;0,010000000000000;0,000000000000000; ;201928586; ;ng/kg
13974;IDC2F7P5158;IDC2F7P5158;C2;7,000000000000000;5158;SAN MARCO EVANGELISTA;ERBA;1, 2, 3, 6, 7, 8 - H6CDD;0,004000000000000;0,000000000000000; ;201690712; ;ng/kg
13975;IDC2F7P5158;IDC2F7P5158;C2;7,000000000000000;5158;SAN MARCO EVANGELISTA;ERBA;1, 2, 3, 7, 8, 9 - H6CDD;0,004000000000000;0,000000000000000; ;201690712; ;ng/kg
13976;IDC2F7P5158;IDC2F7P5158;C2;7,000000000000000;5158;SAN MARCO EVANGELISTA;ERBA;2,4 DDT;0,001000000000000;0,000000000000000; ;201690712; ;mg/kg
13977;IDC2F7P5158;IDC2F7P5158;C2;7,000000000000000;5158;SAN MARCO EVANGELISTA;ERBA;BENZO (A) PIRENE;0,200000000000000;0,000000000000000; ;201690712; ;µg/kg
13978;IDC2F7P5158;IDC2F7P5158;C2;7,000000000000000;5158;SAN MARCO EVANGELISTA;ERBA;Cromo;0,615000000000000;0,000000000000000; ;201690712; ;mg/kg
13979;IDC2F7P5158;IDC2F7P5158;C2;7,000000000000000;5158;SAN MARCO EVANGELISTA;ERBA;ENDRIN;0,002000000000000;0,000000000000000; ;201690712; ;mg/kg
13980;IDC2F7P5158;IDC2F7P5158;C2;7,000000000000000;5158;SAN MARCO EVANGELISTA;ERBA;HPCB-189;0,007000000000000;0,000000000000000; ;201690712; ;ng/kg
13981;IDC2F7P5158;IDC2F7P5158;C2;7,000000000000000;5158;SAN MARCO EVANGELISTA;ERBA;Mercurio;0,050000000000000;0,000000000000000; ;201690712; ;mg/kg
13982;IDC2F7P5158;IDC2F7P5158;C2;7,000000000000000;5158;SAN MARCO EVANGELISTA;ERBA;PCB-153;0,120000000000000;0,000000000000000; ;201690712; ;ng/g
13983;IDC2F7P5158;IDC2F7P5158;C2;7,000000000000000;5158;SAN MARCO EVANGELISTA;ERBA;PECB-123;0,020000000000000;0,000000000000000; ;201690712; ;ng/kg
13984;IDC2F7P5158;IDC2F7P5158;C2;7,000000000000000;5158;SAN MARCO EVANGELISTA;ERBA;SOMMA BAP+BAA+BBF+CRY;0,400000000000000;0,000000000000000; ;201690712; ;µg/kg
13985;IDC2F7P5158;IDC2F7P5158;C2;7,000000000000000;5158;SAN MARCO EVANGELISTA;ERBA;TRANS EPTACLORO EPOSSIDO;0,001000000000000;0,000000000000000; ;201690712; ;mg/kg
13986;IDC2F59P1A;IDC2F59P1A;C2;59,000000000000000;1;CASERTA;MAIS IN GRANI;SOMMA DDT/44DDE/44DDD;0,001000000000000;0,000000000000000; ;2016100936; ;mg/kg
13987;IDC2F59P1A;IDC2F59P1A;C2;59,000000000000000;1;CASERTA;MAIS IN GRANI;SOMMA EPTACLORO/EP.EPOSSIDO;0,001000000000000;0,000000000000000; ;2016100936; ;mg/kg
13988;IDC2F59P1A;IDC2F59P1A;C2;59,000000000000000;1;CASERTA;MAIS IN GRANI;SOMMATORIA  HCH;0,001000000000000;0,000000000000000; ;2016100936; ;mg/kg
13989;IDC2F59P1A;IDC2F59P1A;C2;59,000000000000000;1;CASERTA;MAIS IN GRANI;Stagno;0,098500000000000;0,000000000000000; ;2016100936; ;mg/kg
13990;IDC2F59P1A;IDC2F59P1A;C2;59,000000000000000;1;CASERTA;MAIS IN GRANI;TECB-77;1,350000000000000;0,000000000000000; ;2016100936; ;ng/kg
13991;IDC2F59P1A;IDC2F59P1A;C2;59,000000000000000;1;CASERTA;MAIS IN GRANI;TECB-81;0,063000000000000;0,000000000000000; ;2016100936; ;ng/kg
13992;IDC2F59P1A;IDC2F59P1A;C2;59,000000000000000;1;CASERTA;MAIS IN GRANI;TRANS - CLORDANO (ISOMERO GAMMA);0,001000000000000;0,000000000000000; ;2016100936; ;mg/kg
14645;ID78F13P50A;ID78F13P50A;78;13,000000000000000;50A;NOLA;ZUCCHINE;2,3,7,8-T4CDF;0,003000000000000;0,000000000000000;2a;2014143750;pg/g; 
14646;ID78F13P50A;ID78F13P50A;78;13,000000000000000;50A;NOLA;ZUCCHINE;WHO-PCB-TEQ-LB;0,000500000000000;0,000000000000000;2a;2014143750;pg/g; 
14647;ID78F13P50A;ID78F13P50A;78;13,000000000000000;50A;NOLA;ZUCCHINE;WHO-PCB-TEQ-MB;0,002000000000000;0,000000000000000;2a;2014143750;pg/g; 
14648;ID78F13P50A;ID78F13P50A;78;13,000000000000000;50A;NOLA;ZUCCHINE;WHO-PCB-TEQ-UB;0,004000000000000;0,000000000000000;2a;2014143750;pg/g; 
14649;ID78F13P50A;ID78F13P50A;78;13,000000000000000;50A;NOLA;ZUCCHINE;WHO-PCDD/F+PCB-TEQ-LB;0,003000000000000;0,000000000000000;2a;2014143750;pg/g; 
14650;ID78F13P50A;ID78F13P50A;78;13,000000000000000;50A;NOLA;ZUCCHINE;WHO-PCDD/F+PCB-TEQ-MB;0,006000000000000;0,000000000000000;2a;2014143750;pg/g; 
14651;ID78F13P50A;ID78F13P50A;78;13,000000000000000;50A;NOLA;ZUCCHINE;WHO-PCDD/F+PCB-TEQ-UB;0,010000000000000;0,000000000000000;2a;2014143750;pg/g; 
14652;ID78F13P50A;ID78F13P50A;78;13,000000000000000;50A;NOLA;ZUCCHINE;WHO-PCDD/F-TEQ-LB;0,003000000000000;0,000000000000000;2a;2014143750;pg/g; 
14653;ID78F13P50A;ID78F13P50A;78;13,000000000000000;50A;NOLA;ZUCCHINE;WHO-PCDD/F-TEQ-MB;0,004000000000000;0,000000000000000;2a;2014143750;pg/g; 
14654;ID78F13P50A;ID78F13P50A;78;13,000000000000000;50A;NOLA;ZUCCHINE;WHO-PCDD/F-TEQ-UB;0,006000000000000;0,000000000000000;2a;2014143750;pg/g; 
14655;ID78F13P50A;ID78F13P50A;78;13,000000000000000;50A;NOLA;ZUCCHINE;TECB-81;0,260000000000000;0,000000000000000;2a;2014143750;pg/g; 
14656;ID78F13P50A;ID78F13P50A;78;13,000000000000000;50A;NOLA;ZUCCHINE;TECB-77;1,540000000000000;0,000000000000000;2a;2014143750;pg/g; 
14657;ID78F13P50A;ID78F13P50A;78;13,000000000000000;50A;NOLA;ZUCCHINE;O8CDD;0,022000000000000;0,000000000000000;2a;2014143750;pg/g; 
14658;ID78F13P50A;ID78F13P50A;78;13,000000000000000;50A;NOLA;ZUCCHINE;HPCB-189;0,070000000000000;0,000000000000000;2a;2014143750;pg/g; 
14659;ID78F13P50A;ID78F13P50A;78;13,000000000000000;50A;NOLA;ZUCCHINE;HXCB-156;0,830000000000000;0,000000000000000;2a;2014143750;pg/g; 
14660;ID78F13P50A;ID78F13P50A;78;13,000000000000000;50A;NOLA;ZUCCHINE;HXCB-157;0,110000000000000;0,000000000000000;2a;2014143750;pg/g; 
14661;ID78F13P50A;ID78F13P50A;78;13,000000000000000;50A;NOLA;ZUCCHINE;HXCB-167;0,330000000000000;0,000000000000000;2a;2014143750;pg/g; 
14662;ID78F13P50A;ID78F13P50A;78;13,000000000000000;50A;NOLA;ZUCCHINE;HXCB-169;0,010000000000000;0,000000000000000;2a;2014143750;pg/g; 
14663;ID78F13P50A;ID78F13P50A;78;13,000000000000000;50A;NOLA;ZUCCHINE;PECB-126;0,040000000000000;0,000000000000000;2a;2014143750;pg/g; 
14664;ID78F13P50A;ID78F13P50A;78;13,000000000000000;50A;NOLA;ZUCCHINE;PECB-123;0,070000000000000;0,000000000000000;2a;2014143750;pg/g; 
14665;ID78F13P50A;ID78F13P50A;78;13,000000000000000;50A;NOLA;ZUCCHINE;PECB-118;5,470000000000000;0,000000000000000;2a;2014143750;pg/g; 
14666;ID78F13P50A;ID78F13P50A;78;13,000000000000000;50A;NOLA;ZUCCHINE;PECB-105;3,470000000000000;0,000000000000000;2a;2014143750;pg/g; 
14667;ID78F13P50A;ID78F13P50A;78;13,000000000000000;50A;NOLA;ZUCCHINE;O8CDF;0,005000000000000;0,000000000000000;2a;2014143750;pg/g; 
14668;ID78F13P50A;ID78F13P50A;78;13,000000000000000;50A;NOLA;ZUCCHINE;PECB-114;0,220000000000000;0,000000000000000;2a;2014143750;pg/g; 
14669;ID78F13P50A;ID78F13P50A;78;13,000000000000000;50A;NOLA;ZUCCHINE;CRISENE;0,300000000000000;0,000000000000000;2a;2014143750;ug/kg; 
14670;ID99F5P301;ID99F5P301;99;5,000000000000000;301;VILLA LITERNO;ERBA;WHO-PCB-TEQ-MB;0,028600000000000;0,000000000000000;2a;201580355; ;ng-TEQ/kg
14671;ID99F5P301;ID99F5P301;99;5,000000000000000;301;VILLA LITERNO;ERBA;WHO-PCDD/F-TEQ-LB;0,004400000000000;0,000000000000000;2a;201580355; ;ng-TEQ/kg
14672;ID99F5P301;ID99F5P301;99;5,000000000000000;301;VILLA LITERNO;ERBA;WHO-PCDD/F+PCB-TEQ-UB;0,039400000000000;0,000000000000000;2a;201580355; ;ng-TEQ/kg
14673;ID99F5P301;ID99F5P301;99;5,000000000000000;301;VILLA LITERNO;ERBA;WHO-PCDD/F+PCB-TEQ-MB;0,039400000000000;0,000000000000000;2a;201580355; ;ng-TEQ/kg
14674;ID99F5P301;ID99F5P301;99;5,000000000000000;301;VILLA LITERNO;ERBA;WHO-PCDD/F+PCB-TEQ-LB;0,033000000000000;0,000000000000000;2a;201580355; ;ng-TEQ/kg
14675;ID99F5P301;ID99F5P301;99;5,000000000000000;301;VILLA LITERNO;ERBA;WHO-PCB-TEQ-UB;0,028600000000000;0,000000000000000;2a;201580355; ;ng-TEQ/kg
14676;IDB1F3P63;IDB1F3P63;B1;3,000000000000000;63;SAN VITALIANO;NOCCIOLA;ZINCO;24,900000000000002;0,000000000000000;4;2015109852;mg/kg; 
14677;IDB1F3P63;IDB1F3P63;B1;3,000000000000000;63;SAN VITALIANO;NOCCIOLA;NICHEL;0,666000000000000;0,000000000000000;4;2015109852;mg/kg; 
14678;IDB1F3P63;IDB1F3P63;B1;3,000000000000000;63;SAN VITALIANO;NOCCIOLA;MOLIBDENO;2,290000000000000;0,000000000000000;4;2015109852;mg/kg; 
14679;IDB1F3P63;IDB1F3P63;B1;3,000000000000000;63;SAN VITALIANO;NOCCIOLA;MERCURIO;0,003750000000000;0,000000000000000;4;2015109852;mg/kg; 
14680;IDB1F3P63;IDB1F3P63;B1;3,000000000000000;63;SAN VITALIANO;NOCCIOLA;MANGANESE;13,900000000000000;0,000000000000000;4;2015109852;mg/kg; 
14681;IDB1F3P63;IDB1F3P63;B1;3,000000000000000;63;SAN VITALIANO;NOCCIOLA;URANIO;0,000935000000000;0,000000000000000;4;2015109852;mg/kg; 
14682;ID94F6P503;ID94F6P503;94;6,000000000000000;503;SAVIANO;NOCI;MOLIBDENO;0,437000000000000;0,000000000000000;2a;2015113033;mg/kg; 
14683;ID94F6P503;ID94F6P503;94;6,000000000000000;503;SAVIANO;NOCI;MERCURIO;0,001510000000000;0,000000000000000;2a;2015113033;mg/kg; 
14684;ID94F6P503;ID94F6P503;94;6,000000000000000;503;SAVIANO;NOCI;MANGANESE;10,100000000000000;0,000000000000000;2a;2015113033;mg/kg; 
14685;ID94F6P503;ID94F6P503;94;6,000000000000000;503;SAVIANO;NOCI;CROMO;0,015800000000000;0,000000000000000;2a;2015113033;mg/kg; 
14686;ID94F6P503;ID94F6P503;94;6,000000000000000;503;SAVIANO;NOCI;COBALTO;0,027400000000000;0,000000000000000;2a;2015113033;mg/kg; 
14687;ID94F6P503;ID94F6P503;94;6,000000000000000;503;SAVIANO;NOCI;ANTIMONIO;0,000810000000000;0,000000000000000;2a;2015113033;mg/kg; 
14688;ID94F6P503;ID94F6P503;94;6,000000000000000;503;SAVIANO;NOCI;ARSENICO;0,004180000000000;0,000000000000000;2a;2015113033;mg/kg; 
14689;ID94F6P503;ID94F6P503;94;6,000000000000000;503;SAVIANO;NOCI;BERILLIO;0,000763000000000;0,000000000000000;2a;2015113033;mg/kg; 
14690;ID94F6P503;ID94F6P503;94;6,000000000000000;503;SAVIANO;NOCI;CADMIO;0,010000000000000;0,000000000000000;2a;2015113033;mg/kg; 
14691;ID94F6P503;ID94F6P503;94;6,000000000000000;503;SAVIANO;NOCI;PCB-138;0,010000000000000;0,000000000000000;2a;2015113033;ng/g; 
13993;IDC4F5P5033A;IDC4F5P5033A;C4;5,000000000000000;5033;CASTEL VOLTURNO;ERBA;BENZO(B)FLUORANTENE;0,200000000000000;0,000000000000000; ;201666594; ;µg/kg
13994;IDC4F5P5033A;IDC4F5P5033A;C4;5,000000000000000;5033;CASTEL VOLTURNO;ERBA;Berillio;0,002960000000000;0,000000000000000; ;201666594; ;mg/kg
13995;IDC4F5P5033A;IDC4F5P5033A;C4;5,000000000000000;5033;CASTEL VOLTURNO;ERBA;Cadmio;0,008000000000000;0,000000000000000; ;201666594; ;mg/kg riferito al 12% di umidità relativa
13996;IDC4F5P5033A;IDC4F5P5033A;C4;5,000000000000000;5033;CASTEL VOLTURNO;ERBA;Cobalto;0,059000000000000;0,000000000000000; ;201666594; ;mg/kg
13997;IDC4F5P5033A;IDC4F5P5033A;C4;5,000000000000000;5033;CASTEL VOLTURNO;ERBA;CRISENE;0,200000000000000;0,000000000000000; ;201666594; ;µg/kg
13998;IDC4F5P5033A;IDC4F5P5033A;C4;5,000000000000000;5033;CASTEL VOLTURNO;ERBA;Cromo;0,418000000000000;0,000000000000000; ;201666594; ;mg/kg
13999;IDC4F5P5033A;IDC4F5P5033A;C4;5,000000000000000;5033;CASTEL VOLTURNO;ERBA;DIBENZO (A,H) ANTRACENE;0,200000000000000;0,000000000000000; ;201666594; ;µg/kg
14000;IDC2F59P131;IDC2F59P131;C2;59,000000000000000;131;CASERTA;ERBA;PCB-153;0,330000000000000;0,000000000000000;2c;2016120132; ;ng/g
14001;IDC2F59P131;IDC2F59P131;C2;59,000000000000000;131;CASERTA;ERBA;PCB-180;0,210000000000000;0,000000000000000;2c;2016120132; ;ng/g
14002;IDC2F59P131;IDC2F59P131;C2;59,000000000000000;131;CASERTA;ERBA;PCB-28;0,330000000000000;0,000000000000000;2c;2016120132; ;ng/g
14003;IDC2F59P131;IDC2F59P131;C2;59,000000000000000;131;CASERTA;ERBA;PCB-52;0,230000000000000;0,000000000000000;2c;2016120132; ;ng/g
14004;IDC2F59P131;IDC2F59P131;C2;59,000000000000000;131;CASERTA;ERBA;PECB-105;88,290000000000006;0,000000000000000;2c;2016120132; ;ng/kg
14005;IDC2F59P131;IDC2F59P131;C2;59,000000000000000;131;CASERTA;ERBA;PECB-114;4,130000000000000;0,000000000000000;2c;2016120132; ;ng/kg
14006;IDC2F59P131;IDC2F59P131;C2;59,000000000000000;131;CASERTA;ERBA;PECB-118;197,319999999999993;0,000000000000000;2c;2016120132; ;ng/kg
14007;IDC2F59P131;IDC2F59P131;C2;59,000000000000000;131;CASERTA;ERBA;PECB-123;4,400000000000000;0,000000000000000;2c;2016120132; ;ng/kg
14008;IDC2F59P131;IDC2F59P131;C2;59,000000000000000;131;CASERTA;ERBA;PECB-126;4,960000000000000;0,000000000000000;2c;2016120132; ;ng/kg
14009;IDC2F59P131;IDC2F59P131;C2;59,000000000000000;131;CASERTA;ERBA;Piombo;1,690000000000000;0,000000000000000;2c;2016120132; ;mg/kg riferito al 12% di umidità relativa
14010;IDC2F59P131;IDC2F59P131;C2;59,000000000000000;131;CASERTA;ERBA;Rame;5,150000000000000;0,000000000000000;2c;2016120132; ;mg/kg
14011;IDC2F59P131;IDC2F59P131;C2;59,000000000000000;131;CASERTA;ERBA;Selenio;0,037800000000000;0,000000000000000;2c;2016120132; ;mg/kg
14012;IDC2F59P131;IDC2F59P131;C2;59,000000000000000;131;CASERTA;ERBA;SOMMA ALDRIN/DIELDRIN;0,001000000000000;0,000000000000000;2c;2016120132; ;mg/kg
14013;IDC2F59P131;IDC2F59P131;C2;59,000000000000000;131;CASERTA;ERBA;SOMMA ALFA/BETA ENDOSULFAN;0,001000000000000;0,000000000000000;2c;2016120132; ;mg/kg
14014;IDC2F59P131;IDC2F59P131;C2;59,000000000000000;131;CASERTA;ERBA;SOMMA CIS/TRANS CLORDANO;0,001000000000000;0,000000000000000;2c;2016120132; ;mg/kg
14015;IDC2F58P499;IDC2F58P499;C2;58,000000000000000;499;CASERTA;ERBA;UMIDITA' RELATIVA;85,189999999999998;0,000000000000000;2c;2016127374; ;%
14016;IDC2F58P499;IDC2F58P499;C2;58,000000000000000;499;CASERTA;ERBA;URANIO;0,005980000000000;0,000000000000000;2c;2016127374; ;mg/kg
14017;IDC2F58P499;IDC2F58P499;C2;58,000000000000000;499;CASERTA;ERBA;Vanadio;0,145000000000000;0,000000000000000;2c;2016127374; ;mg/kg
14018;IDC2F58P499;IDC2F58P499;C2;58,000000000000000;499;CASERTA;ERBA;WHO-PCB-TEQ UB (AL 12% DI UMIDITA');0,079000000000000;0,000000000000000;2c;2016127374; ;ng-TEQ/kg
14019;IDC2F58P499;IDC2F58P499;C2;58,000000000000000;499;CASERTA;ERBA;WHO-PCDD/F+PCB-TEQ UB (AL 12% DI UMIDITA');0,328000000000000;0,000000000000000;2c;2016127374; ;ng-TEQ/kg
14020;IDC2F58P499;IDC2F58P499;C2;58,000000000000000;499;CASERTA;ERBA;WHO-PCDD/F-TEQ UB (AL 12% DI UMIDITA');0,249000000000000;0,000000000000000;2c;2016127374; ;ng-TEQ/kg
14021;IDC2F58P499;IDC2F58P499;C2;58,000000000000000;499;CASERTA;ERBA;Zinco;54,899999999999999;0,000000000000000;2c;2016127374; ;mg/kg
14022;IDC2F59P1A;IDC2F59P1A;C2;59,000000000000000;1;CASERTA;MAIS IN GRANI;1, 2, 3, 4, 6, 7, 8 - H7CDD;0,080000000000000;0,000000000000000; ;2016100936; ;ng/kg
14023;IDC2F59P1A;IDC2F59P1A;C2;59,000000000000000;1;CASERTA;MAIS IN GRANI;1, 2, 3, 4, 6, 7, 8 - H7CDF;0,036000000000000;0,000000000000000; ;2016100936; ;ng/kg
14024;IDC2F59P1A;IDC2F59P1A;C2;59,000000000000000;1;CASERTA;MAIS IN GRANI;1, 2, 3, 4, 7, 8 - H6CDD;0,002000000000000;0,000000000000000; ;2016100936; ;ng/kg
14025;IDC2F59P1A;IDC2F59P1A;C2;59,000000000000000;1;CASERTA;MAIS IN GRANI;1, 2, 3, 4, 7, 8 - H6CDF;0,004000000000000;0,000000000000000; ;2016100936; ;ng/kg
14026;IDC2F59P1A;IDC2F59P1A;C2;59,000000000000000;1;CASERTA;MAIS IN GRANI;1, 2, 3, 4, 7, 8, 9 - H7CDF;0,003000000000000;0,000000000000000; ;2016100936; ;ng/kg
14027;IDC2F59P1A;IDC2F59P1A;C2;59,000000000000000;1;CASERTA;MAIS IN GRANI;1, 2, 3, 6, 7, 8 - H6CDD;0,020000000000000;0,000000000000000; ;2016100936; ;ng/kg
14028;IDC2F59P1A;IDC2F59P1A;C2;59,000000000000000;1;CASERTA;MAIS IN GRANI;1, 2, 3, 6, 7, 8 - H6CDF;0,018000000000000;0,000000000000000; ;2016100936; ;ng/kg
14029;IDC2F59P1A;IDC2F59P1A;C2;59,000000000000000;1;CASERTA;MAIS IN GRANI;1, 2, 3, 7, 8 - P5CDD;0,030000000000000;0,000000000000000; ;2016100936; ;ng/kg
14030;IDC2F59P1A;IDC2F59P1A;C2;59,000000000000000;1;CASERTA;MAIS IN GRANI;1, 2, 3, 7, 8 - P5CDF;0,002000000000000;0,000000000000000; ;2016100936; ;ng/kg
